Alpha,Gamma,Epsilon,Average Reward
0.1,1.0,0.1,-0.1165
0.1,1.0,0.2,-0.1127
0.1,1.0,0.3,-0.1086
0.1,1.0,0.4,-0.1192
0.1,1.0,0.5,-0.1103
0.1,1.0,0.6,-0.127
0.1,1.0,0.7,-0.1084
0.1,1.0,0.8,-0.1258
0.1,1.0,0.9,-0.1224
0.1,1.0,1.0,-0.1355
0.2,0.1,0.1,-0.1263
0.2,0.1,0.2,-0.1406
0.2,0.1,0.3,-0.1309
0.2,0.1,0.4,-0.1138
0.2,0.1,0.5,-0.1126
0.2,0.1,0.6,-0.1104
0.2,0.1,0.7,-0.1219
0.2,0.1,0.8,-0.1187
0.2,0.1,0.9,-0.1232
0.2,0.1,1.0,-0.1247
0.2,0.2,0.1,-0.1171
0.2,0.2,0.2,-0.121
0.2,0.2,0.3,-0.1022
0.2,0.2,0.4,-0.1295
0.2,0.2,0.5,-0.1304
0.2,0.2,0.6,-0.1202
0.2,0.2,0.7,-0.1244
0.2,0.2,0.8,-0.1139
0.2,0.2,0.9,-0.1431
0.2,0.2,1.0,-0.1274
0.2,0.3,0.1,-0.1139
0.2,0.3,0.2,-0.1191
0.2,0.3,0.3,-0.1311
0.2,0.3,0.4,-0.1203
0.2,0.3,0.5,-0.1353
0.2,0.3,0.6,-0.1255
0.2,0.3,0.7,-0.1127
0.2,0.3,0.8,-0.1173
0.2,0.3,0.9,-0.129
0.2,0.3,1.0,-0.1075
0.2,0.4,0.1,-0.131
0.2,0.4,0.2,-0.1309
0.2,0.4,0.3,-0.1303
0.2,0.4,0.4,-0.1292
0.2,0.4,0.5,-0.1303
0.2,0.4,0.6,-0.1239
0.2,0.4,0.7,-0.1175
0.2,0.4,0.8,-0.1415
0.2,0.4,0.9,-0.1251
0.2,0.4,1.0,-0.121
0.2,0.5,0.1,-0.1201
0.2,0.5,0.2,-0.1305
0.2,0.5,0.3,-0.1216
0.2,0.5,0.4,-0.1171
0.2,0.5,0.5,-0.1237
0.2,0.5,0.6,-0.1076
0.2,0.5,0.7,-0.1261
0.2,0.5,0.8,-0.1176
0.2,0.5,0.9,-0.1249
0.2,0.5,1.0,-0.1181
0.2,0.6,0.1,-0.1165
0.2,0.6,0.2,-0.1142
0.2,0.6,0.3,-0.1168
0.2,0.6,0.4,-0.1108
0.2,0.6,0.5,-0.1303
0.2,0.6,0.6,-0.1305
0.2,0.6,0.7,-0.1341
0.2,0.6,0.8,-0.1222
0.2,0.6,0.9,-0.1293
0.2,0.6,1.0,-0.1292
0.2,0.7,0.1,-0.0987
0.2,0.7,0.2,-0.1319
0.2,0.7,0.3,-0.1329
0.2,0.7,0.4,-0.1123
0.2,0.7,0.5,-0.1209
0.2,0.7,0.6,-0.1063
0.2,0.7,0.7,-0.129
0.2,0.7,0.8,-0.1141
0.2,0.7,0.9,-0.1208
0.2,0.7,1.0,-0.1172
0.2,0.8,0.1,-0.1208
0.2,0.8,0.2,-0.126
0.2,0.8,0.3,-0.1091
0.2,0.8,0.4,-0.1332
0.2,0.8,0.5,-0.1152
0.2,0.8,0.6,-0.1042
0.2,0.8,0.7,-0.1211
0.2,0.8,0.8,-0.1218
0.2,0.8,0.9,-0.1042
0.2,0.8,1.0,-0.1277
0.2,0.9,0.1,-0.1151
0.2,0.9,0.2,-0.1273
0.2,0.9,0.3,-0.1128
0.2,0.9,0.4,-0.1119
0.2,0.9,0.5,-0.1069
0.2,0.9,0.6,-0.1025
0.2,0.9,0.7,-0.1199
0.2,0.9,0.8,-0.108
0.2,0.9,0.9,-0.1396
0.2,0.9,1.0,-0.1368
0.2,1.0,0.1,-0.1166
0.2,1.0,0.2,-0.123
0.2,1.0,0.3,-0.1239
0.2,1.0,0.4,-0.1362
0.2,1.0,0.5,-0.1128
0.2,1.0,0.6,-0.1251
0.2,1.0,0.7,-0.1167
0.2,1.0,0.8,-0.1263
0.2,1.0,0.9,-0.1308
0.2,1.0,1.0,-0.1105
0.3,0.1,0.1,-0.1104
0.3,0.1,0.2,-0.1128
0.3,0.1,0.3,-0.1346
0.3,0.1,0.4,-0.1276
0.3,0.1,0.5,-0.1239
0.3,0.1,0.6,-0.1401
0.3,0.1,0.7,-0.1199
0.3,0.1,0.8,-0.1164
0.3,0.1,0.9,-0.1299
0.3,0.1,1.0,-0.1258
0.3,0.2,0.1,-0.1271
0.3,0.2,0.2,-0.119
0.3,0.2,0.3,-0.1161
0.3,0.2,0.4,-0.1092
0.3,0.2,0.5,-0.1222
0.3,0.2,0.6,-0.1088
0.3,0.2,0.7,-0.1255
0.3,0.2,0.8,-0.1252
0.3,0.2,0.9,-0.1348
0.3,0.2,1.0,-0.1315
0.3,0.3,0.1,-0.1358
0.3,0.3,0.2,-0.1003
0.3,0.3,0.3,-0.1176
0.3,0.3,0.4,-0.1085
0.3,0.3,0.5,-0.1123
0.3,0.3,0.6,-0.1359
0.3,0.3,0.7,-0.1245
0.3,0.3,0.8,-0.116
0.3,0.3,0.9,-0.1224
0.3,0.3,1.0,-0.1225
0.3,0.4,0.1,-0.1253
0.3,0.4,0.2,-0.1042
0.3,0.4,0.3,-0.1046
0.3,0.4,0.4,-0.1139
0.3,0.4,0.5,-0.1166
0.3,0.4,0.6,-0.1118
0.3,0.4,0.7,-0.1159
0.3,0.4,0.8,-0.1315
0.3,0.4,0.9,-0.1205
0.3,0.4,1.0,-0.1126
0.3,0.5,0.1,-0.1362
0.3,0.5,0.2,-0.1106
0.3,0.5,0.3,-0.1278
0.3,0.5,0.4,-0.1113
0.3,0.5,0.5,-0.1168
0.3,0.5,0.6,-0.1233
0.3,0.5,0.7,-0.1163
0.3,0.5,0.8,-0.1323
0.3,0.5,0.9,-0.1299
0.3,0.5,1.0,-0.1247
0.3,0.6,0.1,-0.1186
0.3,0.6,0.2,-0.107
0.3,0.6,0.3,-0.1224
0.3,0.6,0.4,-0.1057
0.3,0.6,0.5,-0.1215
0.3,0.6,0.6,-0.1104
0.3,0.6,0.7,-0.112
0.3,0.6,0.8,-0.1194
0.3,0.6,0.9,-0.1197
0.3,0.6,1.0,-0.1249
0.3,0.7,0.1,-0.1216
0.3,0.7,0.2,-0.1333
0.3,0.7,0.3,-0.0984
0.3,0.7,0.4,-0.1133
0.3,0.7,0.5,-0.1271
0.3,0.7,0.6,-0.1156
0.3,0.7,0.7,-0.1222
0.3,0.7,0.8,-0.1341
0.3,0.7,0.9,-0.1266
0.3,0.7,1.0,-0.1309
0.3,0.8,0.1,-0.1243
0.3,0.8,0.2,-0.1382
0.3,0.8,0.3,-0.1215
0.3,0.8,0.4,-0.1046
0.3,0.8,0.5,-0.134
0.3,0.8,0.6,-0.1084
0.3,0.8,0.7,-0.1439
0.3,0.8,0.8,-0.1208
0.3,0.8,0.9,-0.1199
0.3,0.8,1.0,-0.128
0.3,0.9,0.1,-0.112
0.3,0.9,0.2,-0.132
0.3,0.9,0.3,-0.0983
0.3,0.9,0.4,-0.1176
0.3,0.9,0.5,-0.1241
0.3,0.9,0.6,-0.0951
0.3,0.9,0.7,-0.1132
0.3,0.9,0.8,-0.1217
0.3,0.9,0.9,-0.1254
0.3,0.9,1.0,-0.1216
0.3,1.0,0.1,-0.1154
0.3,1.0,0.2,-0.1306
0.3,1.0,0.3,-0.123
0.3,1.0,0.4,-0.1195
0.3,1.0,0.5,-0.1088
0.3,1.0,0.6,-0.1228
0.3,1.0,0.7,-0.1325
0.3,1.0,0.8,-0.1149
0.3,1.0,0.9,-0.1107
0.3,1.0,1.0,-0.1301
0.4,0.1,0.1,-0.1177
0.4,0.1,0.2,-0.1187
0.4,0.1,0.3,-0.1206
0.4,0.1,0.4,-0.1316
0.4,0.1,0.5,-0.1236
0.4,0.1,0.6,-0.118
0.4,0.1,0.7,-0.1075
0.4,0.1,0.8,-0.1324
0.4,0.1,0.9,-0.111
0.4,0.1,1.0,-0.1209
0.4,0.2,0.1,-0.1114
0.4,0.2,0.2,-0.1094
0.4,0.2,0.3,-0.1148
0.4,0.2,0.4,-0.1198
0.4,0.2,0.5,-0.1037
0.4,0.2,0.6,-0.1309
0.4,0.2,0.7,-0.1198
0.4,0.2,0.8,-0.1175
0.4,0.2,0.9,-0.1308
0.4,0.2,1.0,-0.13
0.4,0.3,0.1,-0.116
0.4,0.3,0.2,-0.1212
0.4,0.3,0.3,-0.1071
0.4,0.3,0.4,-0.1278
0.4,0.3,0.5,-0.1204
0.4,0.3,0.6,-0.1287
0.4,0.3,0.7,-0.107
0.4,0.3,0.8,-0.1136
0.4,0.3,0.9,-0.1063
0.4,0.3,1.0,-0.1032
0.4,0.4,0.1,-0.1184
0.4,0.4,0.2,-0.1295
0.4,0.4,0.3,-0.118
0.4,0.4,0.4,-0.1227
0.4,0.4,0.5,-0.1236
0.4,0.4,0.6,-0.1174
0.4,0.4,0.7,-0.1341
0.4,0.4,0.8,-0.1386
0.4,0.4,0.9,-0.1191
0.4,0.4,1.0,-0.1358
0.4,0.5,0.1,-0.111
0.4,0.5,0.2,-0.1117
0.4,0.5,0.3,-0.1279
0.4,0.5,0.4,-0.1213
0.4,0.5,0.5,-0.1063
0.4,0.5,0.6,-0.1192
0.4,0.5,0.7,-0.1058
0.4,0.5,0.8,-0.1232
0.4,0.5,0.9,-0.1094
0.4,0.5,1.0,-0.1067
0.4,0.6,0.1,-0.1235
0.4,0.6,0.2,-0.1029
0.4,0.6,0.3,-0.1154
0.4,0.6,0.4,-0.1244
0.4,0.6,0.5,-0.1265
0.4,0.6,0.6,-0.0961
0.4,0.6,0.7,-0.1137
0.4,0.6,0.8,-0.1178
0.4,0.6,0.9,-0.1425
0.4,0.6,1.0,-0.1156
0.4,0.7,0.1,-0.1169
0.4,0.7,0.2,-0.1227
0.4,0.7,0.3,-0.1222
0.4,0.7,0.4,-0.1347
0.4,0.7,0.5,-0.1294
0.4,0.7,0.6,-0.1148
0.4,0.7,0.7,-0.1153
0.4,0.7,0.8,-0.1293
0.4,0.7,0.9,-0.1434
0.4,0.7,1.0,-0.1353
0.4,0.8,0.1,-0.1194
0.4,0.8,0.2,-0.1268
0.4,0.8,0.3,-0.1337
0.4,0.8,0.4,-0.1324
0.4,0.8,0.5,-0.1152
0.4,0.8,0.6,-0.1219
0.4,0.8,0.7,-0.1316
0.4,0.8,0.8,-0.1152
0.4,0.8,0.9,-0.1126
0.4,0.8,1.0,-0.1151
0.4,0.9,0.1,-0.1223
0.4,0.9,0.2,-0.1276
0.4,0.9,0.3,-0.1127
0.4,0.9,0.4,-0.127
0.4,0.9,0.5,-0.1279
0.4,0.9,0.6,-0.1316
0.4,0.9,0.7,-0.1062
0.4,0.9,0.8,-0.1152
0.4,0.9,0.9,-0.1244
0.4,0.9,1.0,-0.1151
0.4,1.0,0.1,-0.127
0.4,1.0,0.2,-0.1259
0.4,1.0,0.3,-0.1174
0.4,1.0,0.4,-0.11
0.4,1.0,0.5,-0.1294
0.4,1.0,0.6,-0.1284
0.4,1.0,0.7,-0.1308
0.4,1.0,0.8,-0.1124
0.4,1.0,0.9,-0.139
0.4,1.0,1.0,-0.1265
0.5,0.1,0.1,-0.118
0.5,0.1,0.2,-0.1389
0.5,0.1,0.3,-0.1246
0.5,0.1,0.4,-0.1311
0.5,0.1,0.5,-0.1311
0.5,0.1,0.6,-0.1206
0.5,0.1,0.7,-0.1275
0.5,0.1,0.8,-0.1385
0.5,0.1,0.9,-0.1259
0.5,0.1,1.0,-0.1181
0.5,0.2,0.1,-0.1093
0.5,0.2,0.2,-0.1183
0.5,0.2,0.3,-0.1237
0.5,0.2,0.4,-0.128
0.5,0.2,0.5,-0.0958
0.5,0.2,0.6,-0.1331
0.5,0.2,0.7,-0.1212
0.5,0.2,0.8,-0.1297
0.5,0.2,0.9,-0.115
0.5,0.2,1.0,-0.1422
0.5,0.3,0.1,-0.1096
0.5,0.3,0.2,-0.1055
0.5,0.3,0.3,-0.1035
0.5,0.3,0.4,-0.1093
0.5,0.3,0.5,-0.1254
0.5,0.3,0.6,-0.1278
0.5,0.3,0.7,-0.1192
0.5,0.3,0.8,-0.1163
0.5,0.3,0.9,-0.1265
0.5,0.3,1.0,-0.1321
0.5,0.4,0.1,-0.1158
0.5,0.4,0.2,-0.1389
0.5,0.4,0.3,-0.1125
0.5,0.4,0.4,-0.1302
0.5,0.4,0.5,-0.1218
0.5,0.4,0.6,-0.1107
0.5,0.4,0.7,-0.1435
0.5,0.4,0.8,-0.1078
0.5,0.4,0.9,-0.1365
0.5,0.4,1.0,-0.1168
0.5,0.5,0.1,-0.1357
0.5,0.5,0.2,-0.1126
0.5,0.5,0.3,-0.1155
0.5,0.5,0.4,-0.1152
0.5,0.5,0.5,-0.1236
0.5,0.5,0.6,-0.1143
0.5,0.5,0.7,-0.1093
0.5,0.5,0.8,-0.1231
0.5,0.5,0.9,-0.1206
0.5,0.5,1.0,-0.1229
0.5,0.6,0.1,-0.1108
0.5,0.6,0.2,-0.132
0.5,0.6,0.3,-0.1083
0.5,0.6,0.4,-0.1227
0.5,0.6,0.5,-0.1168
0.5,0.6,0.6,-0.1114
0.5,0.6,0.7,-0.1275
0.5,0.6,0.8,-0.1268
0.5,0.6,0.9,-0.1234
0.5,0.6,1.0,-0.1208
0.5,0.7,0.1,-0.1157
0.5,0.7,0.2,-0.1168
0.5,0.7,0.3,-0.1085
0.5,0.7,0.4,-0.1254
0.5,0.7,0.5,-0.124
0.5,0.7,0.6,-0.1381
0.5,0.7,0.7,-0.1162
0.5,0.7,0.8,-0.1395
0.5,0.7,0.9,-0.1363
0.5,0.7,1.0,-0.1275
0.5,0.8,0.1,-0.1384
0.5,0.8,0.2,-0.131
0.5,0.8,0.3,-0.1303
0.5,0.8,0.4,-0.1314
0.5,0.8,0.5,-0.1484
0.5,0.8,0.6,-0.1342
0.5,0.8,0.7,-0.1412
0.5,0.8,0.8,-0.1231
0.5,0.8,0.9,-0.1177
0.5,0.8,1.0,-0.1349
0.5,0.9,0.1,-0.1209
0.5,0.9,0.2,-0.121
0.5,0.9,0.3,-0.1224
0.5,0.9,0.4,-0.108
0.5,0.9,0.5,-0.1165
0.5,0.9,0.6,-0.1283
0.5,0.9,0.7,-0.1248
0.5,0.9,0.8,-0.1271
0.5,0.9,0.9,-0.1125
0.5,0.9,1.0,-0.1289
0.5,1.0,0.1,-0.1074
0.5,1.0,0.2,-0.1044
0.5,1.0,0.3,-0.1061
0.5,1.0,0.4,-0.1153
0.5,1.0,0.5,-0.1515
0.5,1.0,0.6,-0.1308
0.5,1.0,0.7,-0.1254
0.5,1.0,0.8,-0.1298
0.5,1.0,0.9,-0.1263
0.5,1.0,1.0,-0.1353
0.6,0.1,0.1,-0.1223
0.6,0.1,0.2,-0.1202
0.6,0.1,0.3,-0.1082
0.6,0.1,0.4,-0.1297
0.6,0.1,0.5,-0.1151
0.6,0.1,0.6,-0.1269
0.6,0.1,0.7,-0.1346
0.6,0.1,0.8,-0.1368
0.6,0.1,0.9,-0.1306
0.6,0.1,1.0,-0.1105
0.6,0.2,0.1,-0.1252
0.6,0.2,0.2,-0.1251
0.6,0.2,0.3,-0.1027
0.6,0.2,0.4,-0.1164
0.6,0.2,0.5,-0.1276
0.6,0.2,0.6,-0.1332
0.6,0.2,0.7,-0.1267
0.6,0.2,0.8,-0.1426
0.6,0.2,0.9,-0.1178
0.6,0.2,1.0,-0.134
0.6,0.3,0.1,-0.1202
0.6,0.3,0.2,-0.1095
0.6,0.3,0.3,-0.1175
0.6,0.3,0.4,-0.1137
0.6,0.3,0.5,-0.1132
0.6,0.3,0.6,-0.1214
0.6,0.3,0.7,-0.1194
0.6,0.3,0.8,-0.1262
0.6,0.3,0.9,-0.125
0.6,0.3,1.0,-0.1341
0.6,0.4,0.1,-0.1215
0.6,0.4,0.2,-0.115
0.6,0.4,0.3,-0.1144
0.6,0.4,0.4,-0.1206
0.6,0.4,0.5,-0.1111
0.6,0.4,0.6,-0.1106
0.6,0.4,0.7,-0.1114
0.6,0.4,0.8,-0.1261
0.6,0.4,0.9,-0.1242
0.6,0.4,1.0,-0.1284
0.6,0.5,0.1,-0.134
0.6,0.5,0.2,-0.1212
0.6,0.5,0.3,-0.1097
0.6,0.5,0.4,-0.1263
0.6,0.5,0.5,-0.1256
0.6,0.5,0.6,-0.1409
0.6,0.5,0.7,-0.1133
0.6,0.5,0.8,-0.1317
0.6,0.5,0.9,-0.1198
0.6,0.5,1.0,-0.1218
0.6,0.6,0.1,-0.1194
0.6,0.6,0.2,-0.1191
0.6,0.6,0.3,-0.1368
0.6,0.6,0.4,-0.1307
0.6,0.6,0.5,-0.1159
0.6,0.6,0.6,-0.1124
0.6,0.6,0.7,-0.1346
0.6,0.6,0.8,-0.1275
0.6,0.6,0.9,-0.1374
0.6,0.6,1.0,-0.1351
0.6,0.7,0.1,-0.1208
0.6,0.7,0.2,-0.1212
0.6,0.7,0.3,-0.1338
0.6,0.7,0.4,-0.1319
0.6,0.7,0.5,-0.1207
0.6,0.7,0.6,-0.1107
0.6,0.7,0.7,-0.129
0.6,0.7,0.8,-0.1276
0.6,0.7,0.9,-0.1404
0.6,0.7,1.0,-0.1177
0.6,0.8,0.1,-0.118
0.6,0.8,0.2,-0.1203
0.6,0.8,0.3,-0.0986
0.6,0.8,0.4,-0.1274
0.6,0.8,0.5,-0.1121
0.6,0.8,0.6,-0.1193
0.6,0.8,0.7,-0.1227
0.6,0.8,0.8,-0.124
0.6,0.8,0.9,-0.1092
0.6,0.8,1.0,-0.1429
0.6,0.9,0.1,-0.1205
0.6,0.9,0.2,-0.1139
0.6,0.9,0.3,-0.1198
0.6,0.9,0.4,-0.1079
0.6,0.9,0.5,-0.1149
0.6,0.9,0.6,-0.1248
0.6,0.9,0.7,-0.105
0.6,0.9,0.8,-0.1215
0.6,0.9,0.9,-0.1095
0.6,0.9,1.0,-0.1244
0.6,1.0,0.1,-0.1056
0.6,1.0,0.2,-0.1187
0.6,1.0,0.3,-0.1232
0.6,1.0,0.4,-0.1194
0.6,1.0,0.5,-0.1067
0.6,1.0,0.6,-0.1321
0.6,1.0,0.7,-0.1209
0.6,1.0,0.8,-0.1303
0.6,1.0,0.9,-0.1285
0.6,1.0,1.0,-0.1263
0.7,0.1,0.1,-0.1263
0.7,0.1,0.2,-0.1028
0.7,0.1,0.3,-0.1036
0.7,0.1,0.4,-0.111
0.7,0.1,0.5,-0.116
0.7,0.1,0.6,-0.1153
0.7,0.1,0.7,-0.1182
0.7,0.1,0.8,-0.1006
0.7,0.1,0.9,-0.132
0.7,0.1,1.0,-0.1404
0.7,0.2,0.1,-0.1186
0.7,0.2,0.2,-0.1355
0.7,0.2,0.3,-0.1032
0.7,0.2,0.4,-0.128
0.7,0.2,0.5,-0.1335
0.7,0.2,0.6,-0.1134
0.7,0.2,0.7,-0.1385
0.7,0.2,0.8,-0.1214
0.7,0.2,0.9,-0.1313
0.7,0.2,1.0,-0.1012
0.7,0.3,0.1,-0.0993
0.7,0.3,0.2,-0.1342
0.7,0.3,0.3,-0.1346
0.7,0.3,0.4,-0.1167
0.7,0.3,0.5,-0.1223
0.7,0.3,0.6,-0.1162
0.7,0.3,0.7,-0.106
0.7,0.3,0.8,-0.1166
0.7,0.3,0.9,-0.1295
0.7,0.3,1.0,-0.1198
0.7,0.4,0.1,-0.1149
0.7,0.4,0.2,-0.1153
0.7,0.4,0.3,-0.1195
0.7,0.4,0.4,-0.1122
0.7,0.4,0.5,-0.127
0.7,0.4,0.6,-0.1211
0.7,0.4,0.7,-0.1295
0.7,0.4,0.8,-0.1099
0.7,0.4,0.9,-0.121
0.7,0.4,1.0,-0.1195
0.7,0.5,0.1,-0.1255
0.7,0.5,0.2,-0.1128
0.7,0.5,0.3,-0.116
0.7,0.5,0.4,-0.1079
0.7,0.5,0.5,-0.1164
0.7,0.5,0.6,-0.124
0.7,0.5,0.7,-0.1378
0.7,0.5,0.8,-0.1119
0.7,0.5,0.9,-0.1158
0.7,0.5,1.0,-0.1341
0.7,0.6,0.1,-0.1181
0.7,0.6,0.2,-0.1076
0.7,0.6,0.3,-0.1107
0.7,0.6,0.4,-0.1154
0.7,0.6,0.5,-0.1187
0.7,0.6,0.6,-0.1075
0.7,0.6,0.7,-0.1125
0.7,0.6,0.8,-0.1075
0.7,0.6,0.9,-0.1361
0.7,0.6,1.0,-0.1205
0.7,0.7,0.1,-0.1264
0.7,0.7,0.2,-0.1189
0.7,0.7,0.3,-0.1189
0.7,0.7,0.4,-0.1226
0.7,0.7,0.5,-0.1292
0.7,0.7,0.6,-0.1244
0.7,0.7,0.7,-0.1337
0.7,0.7,0.8,-0.1293
0.7,0.7,0.9,-0.1263
0.7,0.7,1.0,-0.1224
0.7,0.8,0.1,-0.1
0.7,0.8,0.2,-0.1395
0.7,0.8,0.3,-0.1245
0.7,0.8,0.4,-0.1209
0.7,0.8,0.5,-0.1298
0.7,0.8,0.6,-0.1299
0.7,0.8,0.7,-0.125
0.7,0.8,0.8,-0.1229
0.7,0.8,0.9,-0.1364
0.7,0.8,1.0,-0.1205
0.7,0.9,0.1,-0.13
0.7,0.9,0.2,-0.1424
0.7,0.9,0.3,-0.1471
0.7,0.9,0.4,-0.1061
0.7,0.9,0.5,-0.1158
0.7,0.9,0.6,-0.1299
0.7,0.9,0.7,-0.1276
0.7,0.9,0.8,-0.1347
0.7,0.9,0.9,-0.1157
0.7,0.9,1.0,-0.1315
0.7,1.0,0.1,-0.1234
0.7,1.0,0.2,-0.1135
0.7,1.0,0.3,-0.1219
0.7,1.0,0.4,-0.122
0.7,1.0,0.5,-0.1202
0.7,1.0,0.6,-0.1337
0.7,1.0,0.7,-0.1132
0.7,1.0,0.8,-0.1235
0.7,1.0,0.9,-0.1389
0.7,1.0,1.0,-0.1455
0.8,0.1,0.1,-0.1144
0.8,0.1,0.2,-0.1341
0.8,0.1,0.3,-0.1116
0.8,0.1,0.4,-0.1265
0.8,0.1,0.5,-0.1308
0.8,0.1,0.6,-0.1241
0.8,0.1,0.7,-0.1365
0.8,0.1,0.8,-0.1284
0.8,0.1,0.9,-0.1182
0.8,0.1,1.0,-0.1278
0.8,0.2,0.1,-0.1118
0.8,0.2,0.2,-0.1236
0.8,0.2,0.3,-0.1056
0.8,0.2,0.4,-0.1154
0.8,0.2,0.5,-0.1167
0.8,0.2,0.6,-0.1182
0.8,0.2,0.7,-0.1195
0.8,0.2,0.8,-0.1317
0.8,0.2,0.9,-0.1279
0.8,0.2,1.0,-0.1194
0.8,0.3,0.1,-0.1098
0.8,0.3,0.2,-0.1249
0.8,0.3,0.3,-0.1121
0.8,0.3,0.4,-0.116
0.8,0.3,0.5,-0.1231
0.8,0.3,0.6,-0.133
0.8,0.3,0.7,-0.1224
0.8,0.3,0.8,-0.1401
0.8,0.3,0.9,-0.1035
0.8,0.3,1.0,-0.1221
0.8,0.4,0.1,-0.1159
0.8,0.4,0.2,-0.1159
0.8,0.4,0.3,-0.1162
0.8,0.4,0.4,-0.1352
0.8,0.4,0.5,-0.1128
0.8,0.4,0.6,-0.1113
0.8,0.4,0.7,-0.1137
0.8,0.4,0.8,-0.1134
0.8,0.4,0.9,-0.1141
0.8,0.4,1.0,-0.126
0.8,0.5,0.1,-0.1199
0.8,0.5,0.2,-0.1275
0.8,0.5,0.3,-0.1246
0.8,0.5,0.4,-0.104
0.8,0.5,0.5,-0.1285
0.8,0.5,0.6,-0.1156
0.8,0.5,0.7,-0.1362
0.8,0.5,0.8,-0.1085
0.8,0.5,0.9,-0.1186
0.8,0.5,1.0,-0.1313
0.8,0.6,0.1,-0.1202
0.8,0.6,0.2,-0.1164
0.8,0.6,0.3,-0.1242
0.8,0.6,0.4,-0.1328
0.8,0.6,0.5,-0.1256
0.8,0.6,0.6,-0.1408
0.8,0.6,0.7,-0.1227
0.8,0.6,0.8,-0.1132
0.8,0.6,0.9,-0.1316
0.8,0.6,1.0,-0.1167
0.8,0.7,0.1,-0.1055
0.8,0.7,0.2,-0.1351
0.8,0.7,0.3,-0.128
0.8,0.7,0.4,-0.1141
0.8,0.7,0.5,-0.1288
0.8,0.7,0.6,-0.1271
0.8,0.7,0.7,-0.1168
0.8,0.7,0.8,-0.1354
0.8,0.7,0.9,-0.1264
0.8,0.7,1.0,-0.1269
0.8,0.8,0.1,-0.1134
0.8,0.8,0.2,-0.1247
0.8,0.8,0.3,-0.1164
0.8,0.8,0.4,-0.1252
0.8,0.8,0.5,-0.1163
0.8,0.8,0.6,-0.1066
0.8,0.8,0.7,-0.1325
0.8,0.8,0.8,-0.1274
0.8,0.8,0.9,-0.1174
0.8,0.8,1.0,-0.1407
0.8,0.9,0.1,-0.1162
0.8,0.9,0.2,-0.1294
0.8,0.9,0.3,-0.1109
0.8,0.9,0.4,-0.1161
0.8,0.9,0.5,-0.1406
0.8,0.9,0.6,-0.1227
0.8,0.9,0.7,-0.1327
0.8,0.9,0.8,-0.1262
0.8,0.9,0.9,-0.1161
0.8,0.9,1.0,-0.1306
0.8,1.0,0.1,-0.1198
0.8,1.0,0.2,-0.1082
0.8,1.0,0.3,-0.1214
0.8,1.0,0.4,-0.1369
0.8,1.0,0.5,-0.1299
0.8,1.0,0.6,-0.1289
0.8,1.0,0.7,-0.1275
0.8,1.0,0.8,-0.1204
0.8,1.0,0.9,-0.1178
0.8,1.0,1.0,-0.1063
0.9,0.1,0.1,-0.1225
0.9,0.1,0.2,-0.1023
0.9,0.1,0.3,-0.1147
0.9,0.1,0.4,-0.1272
0.9,0.1,0.5,-0.1265
0.9,0.1,0.6,-0.1184
0.9,0.1,0.7,-0.1352
0.9,0.1,0.8,-0.1153
0.9,0.1,0.9,-0.1247
0.9,0.1,1.0,-0.121
0.9,0.2,0.1,-0.1116
0.9,0.2,0.2,-0.1145
0.9,0.2,0.3,-0.1177
0.9,0.2,0.4,-0.1257
0.9,0.2,0.5,-0.1312
0.9,0.2,0.6,-0.1299
0.9,0.2,0.7,-0.1254
0.9,0.2,0.8,-0.1336
0.9,0.2,0.9,-0.1392
0.9,0.2,1.0,-0.1448
0.9,0.3,0.1,-0.1299
0.9,0.3,0.2,-0.1243
0.9,0.3,0.3,-0.1397
0.9,0.3,0.4,-0.1248
0.9,0.3,0.5,-0.1166
0.9,0.3,0.6,-0.1136
0.9,0.3,0.7,-0.1079
0.9,0.3,0.8,-0.1312
0.9,0.3,0.9,-0.1414
0.9,0.3,1.0,-0.1328
0.9,0.4,0.1,-0.1116
0.9,0.4,0.2,-0.1317
0.9,0.4,0.3,-0.139
0.9,0.4,0.4,-0.1276
0.9,0.4,0.5,-0.1223
0.9,0.4,0.6,-0.1234
0.9,0.4,0.7,-0.1184
0.9,0.4,0.8,-0.1005
0.9,0.4,0.9,-0.1295
0.9,0.4,1.0,-0.1303
0.9,0.5,0.1,-0.132
0.9,0.5,0.2,-0.1165
0.9,0.5,0.3,-0.1292
0.9,0.5,0.4,-0.1335
0.9,0.5,0.5,-0.1246
0.9,0.5,0.6,-0.1224
0.9,0.5,0.7,-0.1146
0.9,0.5,0.8,-0.1242
0.9,0.5,0.9,-0.1176
0.9,0.5,1.0,-0.1265
0.9,0.6,0.1,-0.1192
0.9,0.6,0.2,-0.1274
0.9,0.6,0.3,-0.1278
0.9,0.6,0.4,-0.1345
0.9,0.6,0.5,-0.1268
0.9,0.6,0.6,-0.124
0.9,0.6,0.7,-0.1226
0.9,0.6,0.8,-0.116
0.9,0.6,0.9,-0.1237
0.9,0.6,1.0,-0.1284
0.9,0.7,0.1,-0.1201
0.9,0.7,0.2,-0.1193
0.9,0.7,0.3,-0.1137
0.9,0.7,0.4,-0.1359
0.9,0.7,0.5,-0.137
0.9,0.7,0.6,-0.1168
0.9,0.7,0.7,-0.1249
0.9,0.7,0.8,-0.1262
0.9,0.7,0.9,-0.1307
0.9,0.7,1.0,-0.1177
